RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,Year,Stat ID
1,1,Bryson DeChambeau,62,1.039,64.417,62,2020,02567
2,2,Cameron Champ,70,.999,60.921,61,2020,02567
3,3,Sergio Garcia,44,.848,27.129,32,2020,02567
4,4,Jon Rahm,58,.756,43.109,57,2020,02567
5,5,Jhonattan Vegas,52,.721,26.660,37,2020,02567
6,6,Rory McIlroy,60,.702,35.796,51,2020,02567
7,8,Bubba Watson,66,.649,37.010,57,2020,02567
8,7,Xander Schauffele,70,.648,39.524,61,2020,02567
9,10,Jason Kokrak,62,.633,32.273,51,2020,02567
10,9,Scottie Scheffler,82,.618,43.277,70,2020,02567
11,11,Dustin Johnson,49,.612,28.768,47,2020,02567
12,12,Matthew Wolff,74,.607,38.212,63,2020,02567
13,13,Corey Conners,74,.600,37.211,62,2020,02567
14,14,Will Gordon,36,.564,12.414,22,2020,02567
15,15,Paul Casey,56,.546,24.025,44,2020,02567
16,16,Sam Burns,60,.493,27.103,55,2020,02567
17,18,Harold Varner III,74,.458,26.105,57,2020,02567
18,20,Viktor Hovland,74,.447,25.903,58,2020,02567
19,21,Collin Morikawa,80,.440,31.247,71,2020,02567
20,19,Sungjae Im,94,.437,34.555,79,2020,02567
21,22,Keith Mitchell,64,.412,20.595,50,2020,02567
22,25,Justin Thomas,66,.405,23.502,58,2020,02567
23,23,Patrick Cantlay,46,.404,17.782,44,2020,02567
24,26,Tommy Fleetwood,40,.389,10.894,28,2020,02567
25,27,Luke List,69,.387,22.840,59,2020,02567
26,31,Joaquin Niemann,76,.370,24.059,65,2020,02567
27,17,Daniel Berger,64,.366,20.522,56,2020,02567
28,28,Brooks Koepka,40,.362,13.742,38,2020,02567
29,29,Joel Dahmen,79,.356,22.401,63,2020,02567
T30,T32,Doc Redman,82,.346,24.209,70,2020,02567
T30,T32,Ryan Brehm,52,.346,11.079,32,2020,02567
32,24,Tony Finau,72,.341,20.092,59,2020,02567
33,30,Abraham Ancer,74,.328,18.359,56,2020,02567
34,36,Lucas Glover,67,.327,16.340,50,2020,02567
35,38,Harry Higgs,83,.307,21.215,69,2020,02567
36,42,Ryan Moore,48,.291,9.907,34,2020,02567
37,34,Billy Horschel,79,.286,16.860,59,2020,02567
T38,37,Hideki Matsuyama,74,.285,17.364,61,2020,02567
T38,43,Sepp Straka,70,.285,17.657,62,2020,02567
40,39,Ryan Palmer,68,.280,16.530,59,2020,02567
41,44,Adam Schenk,78,.279,15.356,55,2020,02567
42,50,Patrick Reed,74,.278,18.042,65,2020,02567
43,45,Austin Cook,64,.276,13.229,48,2020,02567
44,46,Max Homa,70,.272,15.481,57,2020,02567
45,47,Scott Piercy,66,.263,13.168,50,2020,02567
46,48,Martin Laird,39,.251,7.269,29,2020,02567
47,49,Emiliano Grillo,69,.250,12.009,48,2020,02567
48,51,Kevin Streelman,73,.246,14.012,57,2020,02567
49,52,Scott Harrington,68,.234,12.646,54,2020,02567
T50,53,Justin Rose,38,.218,7.186,33,2020,02567
T50,54,Sebastián Muñoz,84,.218,16.980,78,2020,02567
T52,40,Harris English,76,.215,14.618,68,2020,02567
T52,T55,Tyler McCumber,57,.215,8.174,38,2020,02567
T52,T55,Scott Brown,64,.215,10.772,50,2020,02567
T55,T57,Chris Baker,53,.211,6.955,33,2020,02567
T55,T57,Patrick Rodgers,95,.211,15.835,75,2020,02567
T55,T57,Cameron Davis,62,.211,9.727,46,2020,02567
58,60,Jim Herman,60,.210,10.899,52,2020,02567
59,61,Matthew Fitzpatrick,54,.206,9.068,44,2020,02567
60,62,Shane Lowry,44,.203,7.299,36,2020,02567
61,63,Kramer Hickok,51,.195,7.007,36,2020,02567
62,64,Brice Garnett,58,.193,8.674,45,2020,02567
63,65,Andrew Landry,63,.189,10.585,56,2020,02567
64,74,Tyrrell Hatton,42,.188,6.402,34,2020,02567
65,66,Keegan Bradley,68,.175,9.991,57,2020,02567
T66,T67,Rickie Fowler,44,.172,7.056,41,2020,02567
T66,T67,Kristoffer Ventura,48,.172,4.806,28,2020,02567
68,69,Danny Lee,69,.165,9.054,55,2020,02567
69,70,Grayson Murray,36,.164,5.070,31,2020,02567
70,71,Matt Jones,76,.159,10.160,64,2020,02567
71,72,Matt Wallace,44,.158,6.309,40,2020,02567
72,75,Jason Day,53,.146,5.859,40,2020,02567
73,76,James Hahn,36,.143,3.865,27,2020,02567
74,77,Michael Gligic,52,.136,4.628,34,2020,02567
75,79,J.T. Poston,78,.130,8.192,63,2020,02567
76,80,Zack Sucher,38,.127,3.048,24,2020,02567
77,81,Henrik Norlander,74,.125,7.020,56,2020,02567
78,82,Seamus Power,36,.124,2.604,21,2020,02567
79,84,Webb Simpson,52,.123,6.266,51,2020,02567
80,83,Brian Harman,78,.115,8.179,71,2020,02567
81,85,Xinjun Zhang,77,.104,6.162,59,2020,02567
82,86,Chesson Hadley,62,.099,4.539,46,2020,02567
83,87,Nick Taylor,59,.094,4.686,50,2020,02567
84,88,Chase Seiffert,56,.087,3.134,36,2020,02567
85,89,Brendan Steele,68,.081,4.533,56,2020,02567
86,94,Lanto Griffin,96,.076,6.053,80,2020,02567
T87,T90,Tyler Duncan,83,.075,5.271,70,2020,02567
T87,T90,Louis Oosthuizen,48,.075,3.015,40,2020,02567
89,92,Kyoung-Hoon Lee,76,.066,3.542,54,2020,02567
90,93,Tom Hoge,74,.062,4.086,66,2020,02567
91,78,Kevin Kisner,73,.058,3.237,56,2020,02567
92,95,Robby Shelton,75,.057,3.234,57,2020,02567
93,96,Gary Woodland,62,.052,2.777,53,2020,02567
94,97,Anirban Lahiri,35,.050,1.150,23,2020,02567
95,98,Kyle Stanley,57,.048,2.075,43,2020,02567
96,99,Jason Dufner,62,.047,2.619,56,2020,02567
97,100,Dylan Frittelli,82,.046,3.118,68,2020,02567
98,101,Maverick McNealy,80,.025,1.437,58,2020,02567
99,102,Ryan Armour,60,.020,.893,45,2020,02567
100,103,Aaron Wise,49,.016,.560,34,2020,02567
101,104,Sung Kang,73,.006,.380,62,2020,02567
102,105,Rory Sabbatini,66,.005,.251,50,2020,02567
103,106,Adam Long,88,.004,.289,71,2020,02567
104,107,Vincent Whaley,40,-.002,-.060,28,2020,02567
T105,T108,Danny Willett,40,-.004,-.131,32,2020,02567
T105,T108,Adam Hadwin,65,-.004,-.209,54,2020,02567
107,110,Talor Gooch,83,-.019,-1.403,75,2020,02567
108,111,Phil Mickelson,51,-.020,-.763,38,2020,02567
109,112,D.J. Trahan,49,-.027,-.897,33,2020,02567
110,113,Ben Martin,38,-.029,-.646,22,2020,02567
111,114,Charley Hoffman,63,-.032,-1.516,48,2020,02567
112,115,Sam Ryder,74,-.033,-1.846,56,2020,02567
113,116,Matt Kuchar,56,-.039,-1.899,49,2020,02567
114,117,Vaughn Taylor,61,-.043,-1.879,44,2020,02567
115,118,Mark Hubbard,86,-.044,-3.214,73,2020,02567
116,119,Russell Henley,67,-.049,-2.870,58,2020,02567
117,120,Byeong Hun An,75,-.050,-2.970,60,2020,02567
118,121,Adam Scott,38,-.056,-1.666,30,2020,02567
119,122,J.J. Spaun,62,-.057,-2.716,48,2020,02567
120,123,Brandon Hagy,50,-.059,-2.136,36,2020,02567
121,124,Hank Lebioda,57,-.062,-2.562,41,2020,02567
122,125,Bronson Burgoon,55,-.067,-3.015,45,2020,02567
123,126,Joseph Bramlett,57,-.072,-2.827,39,2020,02567
124,T129,Brendon Todd,86,-.073,-5.494,75,2020,02567
T125,T127,Troy Merritt,72,-.074,-4.088,55,2020,02567
T125,T127,Doug Ghim,44,-.074,-2.084,28,2020,02567
127,T129,Si Woo Kim,78,-.075,-4.482,60,2020,02567
128,131,Cameron Percy,49,-.078,-2.579,33,2020,02567
129,132,Josh Teater,43,-.080,-2.149,27,2020,02567
130,133,Carlos Ortiz,72,-.087,-5.638,65,2020,02567
131,134,Zach Johnson,61,-.092,-4.961,54,2020,02567
132,135,Rafa Cabrera Bello,53,-.096,-3.750,39,2020,02567
T133,T136,Kevin Chappell,41,-.099,-3.162,32,2020,02567
T133,T136,Jim Furyk,39,-.099,-3.550,36,2020,02567
135,138,Chez Reavie,77,-.107,-6.109,57,2020,02567
136,139,Tim Wilkinson,50,-.112,-3.589,32,2020,02567
137,140,Bud Cauley,65,-.116,-6.754,58,2020,02567
138,141,Robert Streb,54,-.117,-3.742,32,2020,02567
139,142,Stewart Cink,51,-.118,-5.313,45,2020,02567
140,143,Mark Anderson,51,-.123,-4.560,37,2020,02567
141,144,Cameron Tringale,63,-.125,-6.639,53,2020,02567
142,145,Richy Werenski,60,-.130,-6.386,49,2020,02567
143,T146,Charles Howell III,69,-.132,-6.604,50,2020,02567
144,148,Bill Haas,46,-.133,-4.517,34,2020,02567
145,149,Denny McCarthy,81,-.139,-9.034,65,2020,02567
146,150,Bo Hoag,71,-.143,-7.026,49,2020,02567
147,151,Russell Knox,67,-.145,-7.106,49,2020,02567
148,152,Matthew NeSmith,72,-.156,-8.405,54,2020,02567
149,153,Beau Hossler,71,-.160,-7.839,49,2020,02567
150,154,Pat Perez,59,-.163,-6.538,40,2020,02567
151,156,Wes Roach,42,-.175,-3.859,22,2020,02567
152,157,Branden Grace,43,-.181,-5.971,33,2020,02567
153,158,Michael Thompson,62,-.187,-10.490,56,2020,02567
154,159,Ian Poulter,48,-.188,-7.132,38,2020,02567
155,160,Scott Stallings,71,-.191,-10.148,53,2020,02567
156,161,Roger Sloan,55,-.198,-7.526,38,2020,02567
157,T146,Marc Leishman,61,-.202,-10.519,52,2020,02567
158,162,David Hearn,55,-.220,-7.912,36,2020,02567
159,163,Alex Noren,60,-.231,-10.386,45,2020,02567
T160,164,Brian Stuard,83,-.245,-15.695,64,2020,02567
T160,155,Cameron Smith,64,-.245,-13.475,55,2020,02567
162,165,Fabián Gómez,59,-.251,-9.779,39,2020,02567
163,167,C.T. Pan,56,-.258,-11.091,43,2020,02567
164,168,Nate Lashley,52,-.276,-12.411,45,2020,02567
165,169,Jordan Spieth,62,-.279,-13.107,47,2020,02567
166,170,Rob Oppenheim,65,-.282,-12.699,45,2020,02567
167,171,Sebastian Cappelen,55,-.293,-10.260,35,2020,02567
168,172,Arjun Atwal,35,-.315,-6.302,20,2020,02567
169,174,Brandt Snedeker,53,-.333,-16.656,50,2020,02567
170,175,Matt Every,47,-.335,-13.723,41,2020,02567
171,176,Ben Taylor,44,-.337,-9.425,28,2020,02567
172,173,Mackenzie Hughes,70,-.352,-21.852,62,2020,02567
173,177,Brian Gay,67,-.353,-17.675,50,2020,02567
174,178,"Ted Potter, Jr.",46,-.378,-12.838,34,2020,02567
175,180,Chris Stroud,48,-.390,-14.039,36,2020,02567
176,181,Wyndham Clark,65,-.398,-18.313,46,2020,02567
177,182,Michael Gellerman,46,-.404,-12.126,30,2020,02567
178,183,Zac Blair,70,-.405,-20.240,50,2020,02567
179,179,Kevin Na,71,-.410,-24.170,59,2020,02567
180,184,Kevin Tway,52,-.422,-14.758,35,2020,02567
181,185,Nick Watney,46,-.433,-15.601,36,2020,02567
182,186,Peter Malnati,61,-.461,-21.670,47,2020,02567
183,188,Bo Van Pelt,45,-.568,-17.600,31,2020,02567
184,189,Graeme McDowell,48,-.586,-21.672,37,2020,02567
185,190,Patton Kizzire,55,-.661,-31.057,47,2020,02567
186,191,Nelson Ledesma,42,-.704,-16.898,24,2020,02567
187,192,Peter Uihlein,47,-.724,-23.880,33,2020,02567
188,193,Aaron Baddeley,49,-.736,-27.230,37,2020,02567
189,194,Martin Trainer,48,-.760,-29.645,39,2020,02567
190,195,Dominic Bozzelli,38,-.839,-20.133,24,2020,02567
191,197,Rhein Gibson,54,-.888,-30.195,34,2020,02567
192,198,Jimmy Walker,46,-.909,-37.288,41,2020,02567
193,201,Andrew Putnam,46,-1.121,-35.858,32,2020,02567
